140105 72406 1
72406 308466 1
3802 225973 2
225973 68145 1
68145 138578 1
138578 302776 1
186963 265019 1
33747 20760 1
20760 160328 1
166716 204495 1
169338 31465 1
223251 58008 1
58008 320225 1
320225 47975 1
47975 301045 1
301045 195526 1
161130 320225 1
320225 118931 1
118931 320418 1
320418 317700 1
317700 52211 1
52211 26867 1
26867 24672 1
24672 223402 1
223402 127033 1
127033 201146 1
201146 245390 1
245390 280008 1
280008 372683 1
372683 82530 1
82530 121455 1
121455 80377 1
80377 2645 1
2645 355784 1
355784 328993 1
328993 49685 1
49685 38786 1
38786 164688 1
164688 49755 1
269552 173667 1
173667 91902 1
218170 144251 1
144251 64521 1
64521 174988 1
174988 371943 1
371943 257432 1
257432 281872 1
281872 222896 1
222896 249098 1
281872 144251 1
216536 205134 1
205134 165654 1
165654 12891 1
12891 294864 3
294864 171938 3
171009 255619 1
255619 95852 1
95852 106652 1
106652 186429 1
255619 358794 2
358794 276490 1
276490 99941 1
99941 266938 1
266938 89554 1
89554 80027 1
80027 186429 1
186429 171009 1
171009 95852 1
95852 235846 1
235846 278931 1
278931 243721 1
243721 66893 1
66893 315342 1
315342 120139 1
43922 16341 1
16341 127646 1
127646 98577 1
158453 364030 1
244343 364030 1
364030 187575 1
187575 133716 1
133716 40579 1
40579 159059 1
159059 262872 1
221422 279778 1
228412 50205 1
50205 21319 1
21319 124759 1
124759 152332 1
152332 107078 1
107078 267870 1
267870 129999 1
129999 300062 1
104990 233355 3
233355 351031 1
93704 335703 1
339158 128942 1
361897 80344 1
80344 203443 1
203443 268171 1
268171 319239 2
319239 276708 1
276708 176134 1
176134 12329 1
12329 370315 1
370315 319692 1
226335 143522 1
245134 287735 1
287735 281706 1
281706 378376 1
378376 161628 1
256471 66275 1
66275 154473 1
154473 173310 1
173310 136662 1
136662 34415 1
34415 305569 1
305569 234582 1
234582 139266 1
139266 306379 1
306379 135284 1
135284 213888 1
213888 363415 1
363415 13620 1
13620 306981 1
306981 66083 1
66083 191753 1
191753 271608 1
271608 22588 1
22588 192773 1
192773 38143 1
38143 128795 1
128795 273119 1
273119 111858 1
286114 165606 1
165606 139266 1
286114 305569 1
305569 154473 1
154473 139182 1
139182 306981 1
306981 319101 1
319101 79884 1
79884 273119 1
273119 311184 1
311184 167530 1
167530 184210 1
184210 214929 1
214929 378079 1
378079 214791 1
214791 234582 1
234582 54889 1
189694 150215 1
150215 18980 1
18980 171588 1
171588 130459 1
130459 99527 1
99527 343325 1
343325 215293 1
215293 126860 2
177991 97857 3
97857 305569 1
305569 21213 2
21213 306981 1
306981 139182 1
139182 372724 1
372724 79884 1
79884 287559 1
287559 378079 1
378079 140475 1
140475 130477 1
130477 189694 1
189694 99527 1
99527 130459 1
130459 215293 1
126860 289575 1
289575 26371 1
26371 17230 1
17230 334175 1
334175 118456 1
118456 246498 1
246498 99527 1
99527 126860 1
126860 287559 1
287559 214929 1
220537 115915 1
115915 218305 1
218305 112439 2
112439 206316 1
206316 80153 2
80153 167391 1
115915 237755 4
237755 157053 4
157053 218305 2
217220 212037 1
212037 188706 1
188706 63161 3
134134 106418 1
368928 261467 1
261467 130908 1
192818 209709 1
209709 237096 1
237096 120341 1
120341 61684 1
61684 269162 1
269162 111798 1
111798 180647 1
10006 118921 1
118921 20128 1
8937 8937 1
31008 304094 1
304094 194246 1
194246 253469 1
253469 83298 1
83298 212067 1
346434 296787 1
355792 368850 1
368850 249062 1
131610 330122 1
330122 135269 1
135269 310779 1
310779 3849 1
3849 48555 1
48555 120173 1
120173 98364 1
98364 255287 1
255287 376437 1
82842 349638 1
293243 298649 1
357387 352535 1
352535 85796 1
161821 175353 2
175353 286480 3
286480 219977 1
219977 284327 1
284327 159760 1
159760 327931 1
327931 343178 1
343178 167003 2
167003 50755 1
50755 20746 2
20746 108118 1
148707 352307 1
352307 206988 2
206988 101645 3
206988 331218 1
331218 17280 1
103331 75682 1
75682 32945 1
32945 154279 1
154279 126189 1
126189 325389 1
325389 310234 1
310234 247567 1
5428 225089 1
225089 169314 1
169314 161130 1
161130 278359 1
278359 325624 1
325624 32167 1
32167 9416 1
9416 95997 1
55527 330463 1
98085 57121 1
57121 96919 1
96919 227511 1
227511 160371 1
160371 111297 1
111297 141611 1
141611 72433 1
72433 164644 1
164644 272382 1
272382 164605 1
164605 2100 1
2100 79087 1
36735 98607 1
98607 64505 1
64505 280528 1
280528 126840 1
126840 180928 1
180928 153901 1
153901 95330 1
95330 268359 1
268359 220716 1
220716 249141 1
249141 111357 1
111357 343745 1
343745 335244 1
335244 305642 1
276850 247476 2
247476 86777 1
86777 43599 1
51398 135323 1
135323 275180 1
275180 33855 1
33855 246101 1
246101 95330 1
95330 128038 1
128038 14955 1
138312 31583 1
31583 60663 1
60663 35331 2
35331 255766 1
255766 18239 1
18239 224207 2
224207 144660 1
144660 50685 1
50685 191851 1
191851 315076 1
315076 232313 1
232313 48905 1
48905 244254 1
244254 85976 1
42533 85976 3
85976 132231 1
132231 349492 1
153700 42533 2
42533 21301 1
21301 349492 1
60663 349492 1
349492 120103 4
120103 191016 1
191016 54594 1
54594 21301 1
21301 77564 1
77564 306701 1
306701 205053 1
205053 70662 1
70662 270388 2
270388 123743 1
123743 17180 1
17180 20395 1
20395 188995 1
188995 9691 1
9691 153700 2
153700 191899 2
191899 76585 1
76585 36303 1
36303 28940 1
153700 248051 1
248051 85976 1
85976 258625 2
9691 42533 1
42533 153700 1
245909 122817 2
122817 224207 1
224207 149987 1
21301 60663 2
60663 153700 1
42533 258625 2
153700 21301 1
21301 374240 1
374240 172530 1
172530 42533 1
42533 51216 1
51216 194293 1
194293 31775 1
31775 196314 1
196314 4854 1
248051 153700 1
153700 270388 1
270388 168889 1
168889 70662 1
70662 145447 1
145447 125555 1
125555 123743 1
123743 154132 1
154132 330131 1
330131 306712 1
306712 69707 1
266455 152562 1
152562 239293 1
239293 66811 1
66811 254430 1
254430 186437 1
186437 259225 1
259225 330131 1
60663 70662 1
70662 223161 1
223161 359179 1
359179 42533 1
77050 308457 1
308457 335793 1
335793 325365 1
325365 263408 1
263408 367636 1
367636 21301 1
21301 271494 1
271494 350414 1
350414 72685 1
72685 371710 2
371710 29924 1
29924 206111 1
206111 70662 1
270388 199798 1
199798 48752 1
48752 353229 1
353229 194738 1
194738 306701 1
306701 118442 1
118442 359179 1
359179 224207 1
224207 42533 1
107954 283155 1
283155 27095 1
27095 271395 1
271395 60979 1
60979 289294 1
289294 306223 1
306223 81675 1
81675 297490 1
297490 81460 2
81460 205079 1
350414 206111 1
206111 317922 1
271395 153700 1
153700 213691 1
213691 335793 1
335793 93489 1
50755 81303 1
81303 158229 1
158229 118987 1
118987 106721 1
106721 187145 1
187145 180216 1
180216 132752 1
132752 68711 1
68711 77798 3
77798 175353 1
175353 159760 2
159760 352307 2
352307 331218 1
331218 342897 1
342897 34854 1
34854 137784 3
137784 156381 1
156381 175017 1
352849 233423 1
233423 322715 1
322715 198408 2
198408 326021 1
326021 193602 1
193602 118795 1
118795 369120 1
47830 254116 1
17956 172609 1
172609 373112 1
145250 336989 1
220748 95643 1
95643 329412 1
329412 201759 1
5779 331017 1
39404 137127 1
44622 134440 1
134440 139266 1
101467 258492 2
258492 286142 4
286142 338845 1
338845 31871 1
31871 324530 1
324530 352307 1
352307 28520 3
28520 64792 1
156982 204991 2
204991 76424 1
76424 137922 1
67496 327187 1
327187 7460 1
7460 326708 1
326708 13036 1
13036 70877 1
360142 168889 1
168372 372208 1
372208 306543 1
157498 134156 1
310796 238943 1
238943 335178 1
335178 15405 1
15405 263770 1
83737 75896 1
75896 215314 1
215314 216298 1
61887 358314 4
358314 36449 1
36449 232515 3
232515 277337 1
277337 101883 3
101883 199917 1
213210 22422 4
39945 90348 1
90348 105096 1
105096 361512 1
361512 7032 1
7032 319237 1
319237 289894 1
289894 90348 1
90348 250643 1
250643 310971 1
310971 338234 1
338234 199733 1
199733 7032 1
7032 95032 1
95032 365010 1
365010 319237 1
319237 138824 1
138824 201772 1
201772 294201 1
286812 284327 1
284327 96225 1
96225 19643 6
19643 141479 2
141479 194802 1
194802 9941 1
289391 51947 1
51947 81731 1
122784 177991 1
97857 81731 1
81731 207232 1
168611 368450 1
368450 129619 1
129619 113069 1
113069 65378 1
50350 296032 1
269974 338845 1
338845 343178 10
187145 105918 1
105918 19758 1
20838 295344 1
352752 133736 2
359638 359638 1
98590 169109 1
169109 211308 1
211308 327151 1
327151 327151 2
261676 256949 1
256949 158141 1
36119 213691 1
261676 108691 1
108691 256949 1
345034 118388 1
118388 135826 1
135826 113169 1
162273 85976 1
85976 224207 2
224207 258911 1
258911 365901 1
365901 256974 1
256974 96547 1
96547 52249 1
52249 317790 1
317790 11671 1
11671 187741 1
187741 328651 1
176438 274914 1
274914 348096 1
224207 317790 1
233392 151059 1
151059 246276 1
32274 167007 1
316822 316822 1
143555 187960 2
187960 31008 1
368840 80899 1
80899 294150 1
294150 176520 1
176520 119671 1
314323 68994 1
72820 45183 1
45183 195714 1
195714 185255 1
185255 173334 1
173334 332531 1
332531 187727 1
187727 325911 1
325911 148423 1
148423 159238 1
159238 46156 1
46156 85420 1
152613 347496 1
347496 73988 1
73988 247844 1
247844 141994 1
174812 241199 1
241199 52228 1
52228 153154 2
193602 13963 1
13963 139554 1
258166 102115 1
102115 310506 1
310506 36449 2
193602 258166 1
258166 117365 1
117365 80642 1
326106 36642 1
36642 33296 1
33296 160819 1
121155 121155 1
275732 369328 1
115593 196687 3
196687 222643 1
222643 273510 1
70180 83032 3
83032 70180 1
232245 329381 2
188061 74294 1
42843 309285 1
229059 365675 1
365675 190052 1
190052 188923 1
217024 210529 8
210529 122433 3
122433 108475 3
108475 265808 3
265808 289504 1
79177 42415 1
42415 207826 1
207826 210730 2
79177 204425 1
204425 364875 1
313068 364269 1
364269 253039 1
253039 329022 1
329022 127956 1
127956 252779 1
325404 187252 1
187252 363197 1
363197 191989 1
63570 25448 1
25448 98920 1
98920 140963 1
140963 187490 1
187490 300215 1
300215 140963 1
368295 344787 1
358375 174895 1
174895 22452 1
22452 237418 1
318537 177991 1
84526 292816 1
292816 322908 1
168723 263751 1
263751 292928 1
292928 368387 1
368387 114312 1
114312 249165 1
249165 155058 1
147742 166514 1
166514 10679 1
10679 141950 1
141950 348421 2
348421 288062 1
288062 340844 1
340844 217024 1
369703 92289 2
92289 282707 1
304594 177209 1
199243 339158 1
339158 208614 1
208614 90701 1
90701 122303 1
122303 285740 1
18614 257244 1
257244 253646 1
127095 174722 9
251239 259687 1
16406 229308 1
229308 213376 1
188263 188263 1
25710 13116 1
13116 123490 1
123490 188599 1
126304 303272 1
303272 225258 1
225258 293161 1
293161 1441 1
342876 368736 1
368736 262264 1
262264 74146 1
253665 179763 1
179763 114063 1
114063 52933 1
52933 188730 1
188730 322155 1
322155 186506 1
186506 298116 1
298116 221587 1
221587 111541 1
111541 96113 1
96113 69299 1
294163 112439 1
242965 216426 1
216426 316822 1
316822 241117 1
241117 21464 1
21464 53127 1
41612 45332 1
173886 134549 1
134549 205338 1
205338 18382 1
18382 126957 1
29924 140491 2
140491 55353 1
55353 167387 1
224207 248051 11
194513 363509 1
363509 126745 1
277420 89700 1
314070 80151 2
80151 185607 1
185607 307941 1
307941 51642 1
304853 77041 1
77041 148711 2
148711 169595 2
169595 68588 1
68588 33979 1
33979 305406 1
305406 223744 1
237705 260133 1
156500 149239 1
149239 167675 1
167675 302331 1
26338 74137 1
34715 176760 1
176760 235880 1
235880 318821 1
318821 358858 1
358858 367162 1
367162 291599 1
280229 10006 1
10006 34925 1
77889 62882 1
62882 81303 1
81303 1268 1
1268 378404 1
378404 286292 1
320471 211825 1
363123 157553 1
149746 245544 1
245544 288107 1
288107 142398 1
142398 80140 1
80140 98491 1
98491 164196 1
121613 148129 1
148129 133690 1
133690 348728 1
348728 244158 1
244158 220919 1
220919 277352 1
349285 120357 1
120357 289596 1
289596 48227 1
48227 266483 1
266483 286482 1
286482 266483 1
123439 353387 1
276768 140484 1
140484 356089 1
356089 1113 1
249475 305993 1
231416 18963 1
260636 272635 1
272635 28476 2
28476 203113 1
203113 88643 1
88643 169400 1
318209 159756 1
159756 241879 1
91376 94444 1
94444 159445 1
159445 94776 1
94776 371525 1
371525 247890 1
320004 53311 1
53311 218760 1
218760 116513 1
116513 186540 1
186540 164872 1
3747 37416 1
37416 80208 1
80208 44423 1
152092 12221 6
12221 371722 2
371722 48227 1
48227 179085 1
179085 375261 1
375261 51947 1
130214 372235 1
107330 363226 1
363226 71093 1
71093 55177 1
55177 146461 1
113372 303014 1
303014 106418 2
70859 256981 1
223388 324569 2
324569 276490 1
266669 317617 1
317617 232619 1
232619 278550 1
278550 324569 1
324569 223388 2
365977 105832 1
105832 217671 1
217671 141962 1
278793 289497 1
289497 108821 1
156409 271304 1
271304 82186 1
82186 134144 1
134144 309260 1
309260 145811 1
145811 49354 1
49354 143261 2
156409 37410 1
196869 156409 1
156409 344931 1
344931 116958 1
290277 68588 1
68588 243245 1
243245 204991 1
204991 304853 1
304853 265146 2
265146 304999 1
304999 11416 1
11416 199709 1
110660 278498 1
278498 348997 2
30876 266849 1
56014 263114 1
263114 76420 1
157263 233176 4
233176 191329 2
191329 81303 6
81303 224183 1
224183 196292 1
196292 356801 1
356801 177734 1
177734 339394 1
339394 150089 1
150089 304969 1
304969 169769 1
169769 45642 1
45642 39253 1
39253 131801 2
161965 36201 1
264460 369420 1
232245 276692 1
276692 3928 1
3928 106805 1
106805 38411 1
38411 55844 1
55844 160668 1
280677 113960 1
113960 55457 1
55457 356493 1
356493 272060 1
272060 125017 1
125017 172038 1
317530 175631 1
175631 360304 1
360304 80348 1
80348 204504 1
204504 211175 1
211175 183231 1
183231 214141 1
214141 282173 1
282173 218935 1
218935 53396 1
53396 90982 1
90982 354336 1
354336 165880 1
165880 21728 1
21728 208927 1
208927 125017 1
125017 222970 1
222970 226890 1
226890 303062 2
303062 34757 1
34757 26385 1
26385 342959 1
342959 346800 1
19643 228209 1
130846 344983 3
344983 232801 1
232801 32143 4
32143 84511 1
84511 160203 2
107077 244934 1
244934 107077 1
315463 255377 1
255377 17895 2
95173 130281 1
130281 97782 1
97782 191365 1
191365 30616 1
30616 177327 1
10094 144660 1
144660 99122 1
99122 34864 1
106349 292923 1
292923 118955 1
322546 128447 2
128447 296208 1
296208 40394 1
40394 321199 1
321199 143604 1
143604 289678 1
5449 349836 1
349836 116129 1
116129 278498 1
278498 107335 1
107335 121353 1
121353 77071 1
77071 249318 1
249318 40719 1
233166 168630 1
99 244543 2
244543 321844 1
321844 318011 1
318011 360881 1
231591 233420 1
233420 86997 1
86997 272711 1
272352 7219 1
7219 216655 1
216655 343992 1
343992 377960 1
377960 182993 1
182993 320534 1
241751 71821 2
123964 310971 1
310971 175939 1
175939 319237 1
319237 213510 1
213510 352761 1
110579 94453 1
94453 337948 1
337948 63973 1
63973 233355 1
233355 202125 1
194019 42596 3
42596 279234 1
279234 274750 1
274750 103972 1
215878 257445 1
257445 112176 1
112176 82474 1
82474 305250 1
305250 260213 1
260213 352299 1
352299 340144 1
340144 33135 3
33135 38722 1
38722 49621 1
49621 344872 1
344872 39954 1
39954 62329 1
62329 298226 1
298226 95422 1
156316 239757 1
239757 164449 1
164449 289741 1
168965 364554 1
315830 24438 1
34925 185236 1
356089 197422 2
197422 111708 1
111708 34925 1
339433 374201 1
375877 21143 1
21143 219781 1
219781 158406 1
158406 18856 1
18856 49266 1
49266 266130 1
266130 372579 1
372579 354450 1
18856 375877 1
375877 218003 1
218003 354450 1
354450 304569 1
366120 273310 1
273310 86834 1
86834 304204 2
255235 232801 1
232801 260864 1
260864 185228 1
185228 217024 1
217024 81251 11
81251 107331 5
137985 344088 1
248051 60663 7
362791 343930 1
343930 54201 1
54201 335770 1
254518 366763 1
366763 360757 1
360757 219781 1
219781 21279 1
70490 70490 1
171998 26798 1
281206 98348 1
14481 187033 1
187033 15453 1
15453 310506 1
310506 61887 9
111296 272298 1
272298 305740 1
305740 191987 1
142020 146521 1
146521 26553 2
222859 329016 1
329016 252071 1
252071 351169 1
351169 160952 1
160952 324510 1
280243 248345 1
248345 105523 1
105523 2185 1
15283 243145 1
243145 86950 1
94357 111708 1
231225 99826 1
99826 284629 1
18990 364491 1
364491 137423 1
137423 137423 1
129999 92840 1
92840 176857 1
176857 222114 1
222114 12887 1
121611 23992 1
306143 69371 1
69371 348009 1
348009 259571 1
288689 69371 1
69371 339816 1
172109 352450 1
318821 124378 1
124378 262816 3
262816 161821 1
161821 134596 1
134596 69016 1
91948 126667 1
223045 242854 1
242854 104265 1
104265 314221 1
239522 216569 1
216569 34149 1
34149 60153 1
46631 97587 1
76469 16762 1
16762 9567 1
9567 238657 1
238657 287314 1
287314 364831 2
364831 314250 2
110120 182730 1
182730 18108 1
46787 89849 1
89849 38213 2
38213 334177 1
334177 1999 1
1999 335086 1
335086 30674 1
30674 56363 1
56363 237532 1
237532 6267 1
6267 357346 1
357346 324443 1
155406 138394 1
138394 94062 1
94062 362791 1
362791 369692 1
369692 164663 1
164663 348825 1
348825 49382 1
49382 33624 1
33624 32936 1
32936 26394 1
26394 10940 1
10940 286914 1
286914 357527 1
357527 49315 1
49315 180167 1
180167 126255 1
126255 211690 1
211690 351982 1
351982 206639 1
206639 58826 2
58826 371744 1
371744 335656 1
335656 192605 1
192605 307163 1
307163 297342 1
232881 313018 1
313018 87605 1
87605 185265 1
185265 181041 1
181041 133221 1
24069 199456 1
199456 305050 1
305050 185579 1
185579 163317 1
211893 280068 1
62130 162550 1
62130 156316 1
224329 265077 1
265077 298645 1
31583 248051 6
60663 152487 1
152487 172530 2
97463 215080 1
80027 118834 1
118834 99941 1
99941 95935 2
95935 50067 1
50067 32673 1
32673 261941 1
261941 149665 1
149665 277910 1
277910 367279 1
367279 95387 1
95387 123964 1
123964 332388 1
332388 327838 1
327838 346931 1
346931 196436 1
196436 337796 1
337796 285935 1
285935 85009 1
85009 238346 1
238346 42236 1
42236 80069 1
80069 244343 1
244343 110108 1
110108 317774 1
317774 30381 1
30381 105155 1
105155 346360 1
346360 114542 1
114542 284042 1
30381 287720 3
287720 184702 1
184702 372074 1
372074 207318 1
207318 9717 1
33239 93159 1
157860 320708 4
320708 151226 3
151226 281779 1
281779 286949 1
286949 199066 1
199066 58148 1
374999 84183 1
84183 343930 1
343930 176863 1
176863 77468 1
77468 213580 1
229951 329381 1
329381 232245 1
232245 82327 3
125071 75590 1
327838 6900 2
6900 291184 1
126828 135523 1
135523 372527 1
372527 183696 2
183696 51771 1
51771 330951 1
330951 238409 1
135523 330951 1
185558 369897 4
369897 192630 4
22934 189079 1
189079 147733 1
147733 158029 1
158029 4081 1
342972 175121 1
175121 13884 1
13884 128015 1
340503 88081 1
88081 23105 1
23105 310368 1
310368 173056 1
173056 328455 1
136436 136436 1
136436 30454 1
30454 340621 1
340621 367894 1
367894 205891 1
205891 103452 1
103452 5160 1
305154 217815 1
217815 70205 1
70205 70058 4
70058 339646 1
339646 4833 1
132752 50755 1
50755 343178 3
343178 18295 1
373577 219483 1
278498 233166 1
233166 360925 1
360925 77071 1
77071 254818 1
254818 370377 1
370377 187358 1
187358 301377 1
4236 223405 1
223405 191005 1
191005 281929 1
281929 187111 1
187111 66516 1
66516 213364 1
213364 221752 1
221752 336745 1
336745 194400 1
194400 367820 1
367820 103522 1
103522 369205 1
191005 30689 1
4236 138081 1
138081 81663 1
81663 342839 1
344088 85976 1
87603 303865 1
147742 310629 1
186429 41470 1
41470 346845 1
346845 75855 1
75855 166658 1
166658 135967 1
194942 264785 1
264785 241994 1
241994 273914 1
82572 341291 1
341291 126304 1
126304 252759 1
252759 54122 1
54122 85791 2
377985 202701 1
202701 354490 1
354490 98272 1
98272 250580 2
250580 95173 1
95173 261400 1
261400 179984 1
179984 350170 1
350170 371550 1
371550 154447 1
154447 233783 1
233783 296396 1
296396 203174 1
203174 202493 1
202493 179375 1
377985 171546 1
56363 177007 1
117900 353109 1
353109 308221 1
308221 258562 1
117023 88599 2
88599 211181 1
211181 313567 1
313567 28937 1
28937 43552 1
43552 288048 1
288048 187298 1
187298 77951 1
77951 177721 1
177721 278083 1
278083 186719 1
186719 340584 1
340584 314324 1
314324 120482 1
120482 342167 1
342167 159556 1
159556 236140 1
236140 319382 1
319382 57788 1
57788 25773 1
25773 311257 1
311257 19601 1
19601 232151 1
232151 324848 1
69200 208342 1
208342 213983 1
213983 329088 1
329088 299896 1
307260 254818 1
254818 171782 1
171782 301707 1
301707 266855 1
266855 53727 1
53727 182935 1
175265 137596 1
137596 113943 1
260517 56363 1
56363 141026 1
337449 140 1
232375 220407 1
220407 371722 1
371722 252201 2
252201 314110 1
314110 320213 1
251536 266456 1
266456 353655 1
160518 159986 1
159986 266456 1
320708 331049 1
63290 4013 1
199816 39828 2
39828 323207 1
323207 297504 1
297504 270157 1
62965 372781 2
372781 161963 1
357969 69602 1
243023 363873 1
363873 377960 1
171782 193381 1
193381 134156 1
134156 316664 3
16894 350222 1
109773 100913 1
350937 355784 1
355784 181300 1
181300 167081 1
167081 49652 1
49652 231680 1
231680 255395 1
124945 350937 1
350937 344226 1
344226 161028 1
161028 79612 1
79612 52211 1
52211 140496 1
140496 167081 1
52211 167081 1
24672 328993 1
328993 302870 1
302870 79612 1
112698 163473 1
163473 37284 1
81251 188706 1
20507 100560 1
100560 52921 1
220919 337761 1
337761 75777 1
56303 264755 1
3081 365829 1
365829 320010 1
320010 103032 1
291184 330232 1
330232 183020 1
183020 186429 1
186429 333449 1
333449 348660 1
348660 155050 1
155050 128049 1
128049 210981 1
210981 341710 1
341710 241994 1
241994 99302 1
99302 304789 1
304789 280179 1
280179 247033 1
247033 362982 1
362982 310771 1
310771 137717 1
137717 374985 1
374985 108943 1
108943 301122 1
234816 135731 1
135731 340058 1
29125 340058 2
344777 314372 1
314372 313383 1
313383 62047 1
62047 88843 1
88843 10595 1
10595 186403 1
186403 65240 1
65240 180500 1
180500 139660 1
139660 114737 1
114737 345979 1
345979 302268 1
302268 180025 1
10595 212832 1
212832 62538 1
147894 222749 1
222749 222749 1
68314 54870 1
54870 51116 1
292358 48079 1
292358 54870 1
54870 301707 1
301707 225882 1
225882 20648 1
20648 271170 1
271170 92582 1
92582 320893 1
320893 141720 1
141720 270908 1
270908 183108 1
183108 267456 1
267456 123557 1
44024 215522 1
215522 55990 1
6158 335657 3
335657 352040 1
352040 262381 1
262381 292304 1
292304 115463 1
115463 298912 1
298912 320495 1
320495 82465 1
141930 6158 1
6158 141930 1
236976 183895 1
318775 206553 1
214208 340621 1
327506 321093 1
95881 257945 1
288500 232182 1
371997 143555 1
371450 371450 1
298608 157860 3
320708 199066 2
199066 331049 1
7511 377012 1
377012 117835 1
125374 230928 1
230928 198955 1
198955 360757 1
378299 7158 1
234748 171286 1
171286 42445 1
42445 42886 1
42886 61794 1
274366 69835 1
69835 37284 1
37284 97829 2
97829 97587 1
97587 37284 1
348096 120049 1
120049 248051 1
248051 23367 1
23367 341643 1
341643 37206 1
37206 373961 1
373961 22340 1
22340 52249 1
52249 154782 1
154782 232053 1
232053 49482 1
49482 161646 1
161646 342644 1
342644 252842 1
252842 118077 1
118077 56344 1
284416 294706 1
294706 344088 1
344088 46485 1
46485 85976 1
85976 257656 2
257656 133372 1
133372 329938 1
329938 248051 1
76424 271874 1
271874 214281 1
214281 373345 1
373345 240483 1
240483 252507 1
252507 374103 1
374103 213045 1
213045 356748 1
356748 74066 1
74066 146199 1
146199 220759 1
220759 137261 1
137261 200878 1
200878 154813 1
154813 85173 1
85173 281207 1
281207 114990 1
114990 87715 1
87715 244949 1
244949 357656 1
337357 195412 1
195412 274914 3
274914 108816 1
108816 206294 1
206294 319065 1
319065 348096 1
348096 191016 3
191016 74757 1
124944 248051 1
248051 204088 1
204088 105724 1
105724 310389 1
310389 81046 1
81046 323102 1
204088 112215 1
112215 615 1
26608 20343 1
232053 96660 1
96660 102147 1
102147 26608 1
26608 55077 1
55077 165897 1
165897 360137 1
360137 105724 1
105724 85453 1
85453 16137 1
16137 118963 1
118963 168114 1
168114 11084 1
11084 252525 1
252525 96772 1
96772 310389 1
310389 348041 1
348041 29839 1
29839 9598 1
9598 17941 1
17941 328651 1
328651 85976 1
85976 51216 1
51216 258625 1
258625 11671 1
51216 132231 1
132231 42533 4
42533 224207 1
224207 349492 2
349492 346350 1
346350 120103 1
358806 252842 1
120103 26608 1
26608 97978 1
97978 12914 1
12914 271363 1
271363 258625 1
258625 293928 1
293928 169619 1
239396 190966 1
190966 346350 1
346350 281516 1
281516 317790 1
317790 28940 1
28940 115794 1
349492 224207 1
224207 120103 1
120103 120103 1
120103 349492 1
153700 69107 2
69107 21301 2
21301 70308 1
70308 259138 1
264303 368165 1
368165 349492 1
120103 69107 1
21301 153700 1
153700 26608 1
26608 115794 1
115794 326970 1
326970 120335 1
198636 329202 1
176438 326970 1
326970 115794 1
115794 184667 1
302287 147622 1
302287 169664 1
338995 11671 1
329202 30528 1
302287 4731 1
4731 23859 1
23859 232053 1
302287 132269 1
132269 267418 1
267418 229870 1
229870 235831 1
235831 333528 1
21301 235471 1
64530 262236 1
262236 227243 1
265126 41476 1
41476 227289 1
8885 329879 1
329879 66690 1
66690 364386 1
364386 68378 1
68378 343398 1
343398 255856 1
255856 186531 1
62351 80116 1
80116 116899 1
116899 41476 1
195443 322546 4
272904 274688 1
339158 56955 1
87294 227009 1
227009 242033 1
242033 50552 1
50552 139118 1
139118 324849 1
139118 92794 1
92794 115922 1
115922 201512 1
201512 150413 1
150413 87294 1
